seller_id,max_price,min_price,average_product_price,most_common_cat,number_of_product_categories,average_products_per_month,num_products_stock,state,zip_code_prefix_2_digits,average_sales_per_month,average_sales_per_month_log
8a207b6080964f3c1fc9d35bd6096ba4,234.9,83.9,184.5666666666667,furniture,1,2.0,2,SP,15,276.85,5.623475843268976
26785a546900236d66f2e4197c211158,140.0,39.9,67.94666666666666,media_entertainment,1,2.0,12,SP,08,113.24444444444444,4.72954870748168
269c5fc9fcadee614364c3620c30a1f9,45.0,29.9,34.93333333333333,other,1,6.0,2,SP,07,209.6,5.345200952446887
ba90964cff9b9e0e6f32b23b82465f7b,2899.0,138.9,1175.8714285714286,appliances,3,6.0,10,SP,07,6859.25,8.833353385296967
269cff2d3c8d205c11f37a52402ea93b,559.9,161.99,256.31800000000004,other,2,3.0,3,SP,15,640.7950000000001,6.462709592977141
26af45f5dfd967225a832838aa4e24a3,79.9,26.0,52.099999999999994,auto,1,2.0,7,PR,81,71.63749999999999,4.2716186798778555
2cb4700db635baa1c0d4f90ed27b6669,99.9,99.9,99.9,baby,1,2.0,2,PR,81,199.8,5.297316866214453
883dd81e82754ac2c65e9790a7db8c9a,89.9,49.9,63.89999999999999,sports_leisure,2,1.0,4,PR,81,35.49999999999999,3.56953269648137
ce69a8021d18961dd2a40269b7c2c293,873.99,24.9,253.57894736842096,cool_stuff,4,4.0,13,PR,81,963.5999999999997,6.870676270740716
26b482dccfa29bd2e40703ba45523702,151.9,62.9,86.195,pet_shop,2,4.0,3,SP,13,344.78,5.842906532466833
5dceca129747e92ff8ef7a997dc4f8ca,2218.0,14.0,324.88588405796986,other,6,20.0,47,SP,13,6226.979444444422,8.736646653830295
26bad72add1f86e08a776ce4ffdaf1ca,165.0,16.0,88.85714285714286,food_drink,1,1.0,5,SP,14,69.11111111111111,4.23571551540296
26d6bbee02420494d471c9f6436929c0,90.5,6.8,33.423846153846156,auto,4,3.0,10,PR,81,86.90200000000002,4.46478104696623
c840d3fdbba0790404fdae73d253b253,1390.55,129.05,323.02000000000004,home_decor,2,2.0,7,PR,81,502.4755555555556,6.2195469930894065
26d8a1c7c75d513045798992ead43aa2,2150.0,45.99,216.95052631578935,perfumery,3,3.0,21,PR,86,634.1630769230766,6.452306140483631
5debea795b07621e1f90532e18f96145,368.9,16.9,57.084242424242454,health_beauty,2,4.0,22,PR,86,188.3780000000001,5.238450582500007
d1ef48b38baca7e831711c4a0aeb398f,194.0,10.22,41.974857142857154,appliances,4,6.0,18,PR,86,244.85333333333338,5.500659391832802
d94ba08b99bedd6a5f6c875ecc4a6fac,59.9,59.9,59.89999999999999,housewares,1,3.0,1,PR,86,149.74999999999997,5.0089672369955585
26e13b6ff5b641b329e5524241ee2c93,30.0,29.9,29.924999999999997,fashion,2,4.0,4,SP,14,119.69999999999999,4.784988612563927
7202e2ba20579a9bd1acb29e61fe71f6,549.9,45.9,231.8272727272725,telephony,2,4.0,19,SP,14,910.7499999999991,6.814268435888672
86bb7c4b535e49a541baf3266b1c95b1,899.9,279.9,510.1499999999998,toys,1,1.0,5,SP,14,480.14117647058805,6.174080178304879
a066df7361163e7ddc5d7452dd17448b,84.9,19.9,63.42941176470587,telephony,1,3.0,6,SP,14,179.7166666666666,5.191381536659971
a6fe7de3d16f6149ffe280349a8535a0,59.9,49.9,55.86153846153851,fashion,1,4.0,12,SP,14,207.48571428571447,5.3350624904848685
26e2e5033827d2ba53929f43e03d8ffe,139.49,139.49,139.49,home_decor,1,1.0,1,SP,02,139.49,4.937992914104144
79a679c36c08d606b3fd47ead9de109b,170.0,85.0,133.57142857142858,food_drink,1,3.0,2,SP,02,311.6666666666667,5.741934240620577
26f6b7ab07be3e9e69ce82a6552efc19,29.9,24.9,27.4,stationery,2,2.0,2,RJ,21,54.8,4.00369019395397
