zip_code_prefix,state,lat,lng,zip_code_prefix_1_digits,zip_code_prefix_2_digits,zip_code_prefix_3_digits,zip_code_prefix_4_digits,x,y
09020,SP,-23.661829862870693,-46.526935182825184,0,09,090,0902,-5179354.732723745,-2712254.415893854
09030,SP,-23.668868124421508,-46.526520322958525,0,09,090,0903,-5179308.550734638,-2713109.848775351
09040,SP,-23.663842697059174,-46.53296352289973,0,09,090,0904,-5180025.804471171,-2712499.0517951287
09041,SP,-23.66344269074567,-46.53860705845501,0,09,090,0904,-5180654.039975459,-2712450.4355160985
09050,SP,-23.67416145710767,-46.545217141336465,0,09,090,0905,-5181389.871035924,-2713753.2327112053
09051,SP,-23.678473176109634,-46.55118175914322,0,09,090,0905,-5182053.849252949,-2714277.3245928865
09060,SP,-23.665535515458636,-46.54911497019457,0,09,090,0906,-5181823.775359608,-2712704.7965235217
09061,SP,-23.650519176367382,-46.55912992062539,0,09,090,0906,-5182938.634541886,-2710879.8073647916
09070,SP,-23.64365536920469,-46.54636839196644,0,09,090,0907,-5181518.027669828,-2710045.694201322
09071,SP,-23.652181912549352,-46.54881382269007,0,09,090,0907,-5181790.251772753,-2711081.8752980814
09080,SP,-23.640443596560726,-46.541742273007685,0,09,090,0908,-5181003.05046299,-2709655.4037038386
09090,SP,-23.652250899830324,-46.53834444978406,0,09,090,0909,-5180624.806511931,-2711090.2591954786
09091,SP,-23.658103623445964,-46.54589014477939,0,09,090,0909,-5181464.789436493,-2711801.5460342704
09110,SP,-23.671410321922412,-46.50607463708344,0,09,091,0911,-5177032.547394103,-2713418.8397110594
09111,SP,-23.671209032059874,-46.49116730072025,0,09,091,0911,-5175373.070301069,-2713394.373752016
09112,SP,-23.668005562067165,-46.492038548281265,0,09,091,0911,-5175470.057135916,-2713005.0101553192
09120,SP,-23.67872850029644,-46.49606223946506,0,09,091,0912,-5175917.972389606,-2714308.3599344757
09121,SP,-23.681514252303955,-46.50092180775808,0,09,091,0912,-5176458.937057461,-2714646.9795240522
09124,SP,-23.736833779153557,-46.479117959776026,0,09,091,0912,-5174031.743802764,-2721372.79193441
09130,SP,-23.689444627914778,-46.50501034876412,0,09,091,0913,-5176914.071360339,-2715610.9887677683
09131,SP,-23.694922546257125,-46.497118306772464,0,09,091,0913,-5176035.533264509,-2716276.9137222175
09132,SP,-23.703763476578192,-46.50175227112771,0,09,091,0913,-5176551.3838168895,-2717351.7232822883
09133,SP,-23.739452495644574,-46.49161359296361,0,09,091,0913,-5175422.751326345,-2721691.2492655343
09134,SP,-23.731374925340432,-46.47892573689434,0,09,091,0913,-5174010.345649456,-2720708.9712650133
09139,SP,-23.702514826598424,-46.52185803967296,0,09,091,0913,-5178789.547733354,-2717199.91799481
09150,SP,-23.777932757452305,-46.30307188275697,0,09,091,0915,-5154434.384152849,-2726371.5022557275
09160,SP,-23.764558763209905,-46.46344603292595,0,09,091,0916,-5172287.152886064,-2724744.701631645
09161,SP,-23.766565903593463,-46.459374519440935,0,09,091,0916,-5171833.914078155,-2724988.837715643
09163,SP,-23.76294585048319,-46.473361103844674,0,09,091,0916,-5173390.893531916,-2724548.519679031
09169,SP,-23.71190177834374,-46.515225502546826,0,09,091,0916,-5178051.217077806,-2718341.177250831
09170,SP,-23.70854496548124,-46.508888110317464,0,09,091,0917,-5177345.741801876,-2717933.04877827
09171,SP,-23.700197687438834,-46.51312842218974,0,09,091,0917,-5177817.771160302,-2716918.214413597
09172,SP,-23.693588575286977,-46.512725657630014,0,09,091,0917,-5177772.935614604,-2716114.7465268113
09175,SP,-23.68635904462997,-46.51707802760377,0,09,091,0917,-5178257.439223827,-2715235.90111464
09176,SP,-23.67894521757313,-46.518401640158366,0,09,091,0917,-5178404.783099412,-2714334.7025498934
09180,SP,-23.693393193642322,-46.523184416465625,0,09,091,0918,-5178937.199322513,-2716090.9946547803
09181,SP,-23.683272109835034,-46.52523302908342,0,09,091,0918,-5179165.24983596,-2714860.6580372066
09182,SP,-23.697396339460553,-46.53032152014561,0,09,091,0918,-5179731.698069909,-2716577.650368801
09185,SP,-23.6829412447182,-46.53548743908488,0,09,091,0918,-5180306.765535708,-2714820.4391052844
09190,SP,-23.67391548382347,-46.53815742287354,0,09,091,0919,-5180603.986771488,-2713723.335040879
09195,SP,-23.676369727946067,-46.51462732950938,0,09,091,0919,-5177984.628759871,-2714021.6471193274
09210,SP,-23.637381848852485,-46.52809787861087,0,09,092,0921,-5179484.163426555,-2709283.352960439
09220,SP,-23.622287896060012,-46.536900867948354,0,09,092,0922,-5180464.107717061,-2707449.3262634235
09230,SP,-23.620578011882554,-46.527409786403275,0,09,092,0923,-5179407.565352386,-2707241.5760396547
09238,SP,-23.66400267860233,-46.52309420774424,0,09,092,0923,-5178927.1573335845,-2712518.495798219
09240,SP,-23.629487050309777,-46.52414775441369,0,09,092,0924,-5179044.437612354,-2708324.0502865086
09241,SP,-23.632659333558596,-46.51930571108431,0,09,092,0924,-5178505.423814529,-2708709.5097644026
09250,SP,-23.624085747491286,-46.51490584603828,0,09,092,0925,-5178015.633078046,-2707667.767396732
09251,SP,-23.630386001373818,-46.50749026337424,0,09,092,0925,-5177190.134191949,-2708433.279561746
09260,SP,-23.63107584294424,-46.49643229952414,0,09,092,0926,-5175959.1672869455,-2708517.100978582
09270,SP,-23.640563722528213,-46.49443184221042,0,09,092,0927,-5175736.477397429,-2709670.001085128
09271,SP,-23.641860793712077,-46.50072807238241,0,09,092,0927,-5176437.370534091,-2709827.6185056255
09272,SP,-23.65305068147205,-46.51319933542339,0,09,092,0927,-5177825.665185362,-2711187.4555104715
09273,SP,-23.655259151704275,-46.5026771362366,0,09,092,0927,-5176654.339329864,-2711455.8508140785
09274,SP,-23.656604474999934,-46.497593835999965,0,09,092,0927,-5176088.468935972,-2711619.3501242544
09280,SP,-23.640143776337073,-46.51615947521017,0,09,092,0928,-5178155.186439104,-2709618.970423067
09290,SP,-23.65236127141829,-46.50789694256687,0,09,092,0929,-5177235.405512589,-2711103.6724608047
09291,SP,-23.64510056645669,-46.51920051327397,0,09,092,0929,-5178493.71324785,-2710221.315844651
09310,SP,-23.67034845903575,-46.451225853193726,0,09,093,0931,-5170926.808700871,-2713289.7750475896
09311,SP,-23.67804543953714,-46.4502030009835,0,09,093,0931,-5170812.945313672,-2714225.332198031
09312,SP,-23.670019203214565,-46.445075268614175,0,09,093,0931,-5170242.128757394,-2713249.755694667
09320,SP,-23.660030872728164,-46.44151148849928,0,09,093,0932,-5169845.410569705,-2712035.773363469
09321,SP,-23.648730193239803,-46.436306740158656,0,09,093,0932,-5169266.020634719,-2710662.3998418604
09330,SP,-23.662298503303177,-46.421695120482426,0,09,093,0933,-5167639.462572697,-2712311.373192303
09331,SP,-23.673149270468027,-46.41985501627954,0,09,093,0933,-5167434.623109825,-2713630.2033592705
09332,SP,-23.65693659480083,-46.41797406476566,0,09,093,0933,-5167225.236545092,-2711659.7134382064
09333,SP,-23.648718716107382,-46.41773261934038,0,09,093,0933,-5167198.358963296,-2710661.005084289
09334,SP,-23.667685116586767,-46.40768678365547,0,09,093,0933,-5166080.061650259,-2712966.0623508235
09335,SP,-23.664871555007743,-46.41677139888487,0,09,093,0933,-5167091.356391649,-2712624.0986174853
09336,SP,-23.663212563450802,-46.41528666488519,0,09,093,0933,-5166926.07655884,-2712422.466193009
09340,SP,-23.67140671874026,-46.430267450470716,0,09,093,0934,-5168593.729981905,-2713418.4017586834
09341,SP,-23.673607729060794,-46.42031224979211,0,09,093,0934,-5167485.522111618,-2713685.928007133
09350,SP,-23.680729252163324,-46.44423827270244,0,09,093,0935,-5170148.954798704,-2714551.5588045735
09351,SP,-23.684033795365618,-46.438790462630976,0,09,093,0935,-5169542.50735561,-2714953.246542473
09360,SP,-23.684914927517177,-46.45695782334157,0,09,093,0936,-5171564.888698971,-2715060.3553407993
09361,SP,-23.696375623592314,-46.455792948524845,0,09,093,0936,-5171435.215427535,-2716453.5622375514
09370,SP,-23.678575022664635,-46.465083877454624,0,09,093,0937,-5172469.476904995,-2714289.704308289
09371,SP,-23.6698729598244,-46.47621306270231,0,09,093,0937,-5173708.372139711,-2713231.980594513
09372,SP,-23.695111596533234,-46.46557349446499,0,09,093,0937,-5172523.980821272,-2716299.8961802865
09380,SP,-23.64173599837453,-46.47864502112122,0,09,093,0938,-5173979.096512535,-2709812.453565161
09381,SP,-23.65890825724862,-46.46546353843509,0,09,093,0938,-5172511.740572014,-2711899.3364028535
09389,SP,-23.630322456575602,-46.47923058090485,0,09,093,0938,-5174044.280729476,-2708425.5583690424
09390,SP,-23.654195034752092,-46.45365381825393,0,09,093,0939,-5171197.088535037,-2711326.5281555383
09391,SP,-23.65085190334761,-46.44685783667512,0,09,093,0939,-5170440.563326243,-2710920.242589706
09400,SP,-23.71185145161214,-46.412441498836756,0,09,094,0940,-5166609.354123107,-2718335.0583418445
09401,SP,-23.70447660481648,-46.40983373852155,0,09,094,0940,-5166319.059572707,-2717438.422879991
09402,SP,-23.703752116915318,-46.416236735595454,0,09,094,0940,-5167031.837946525,-2717350.342218669
09403,SP,-23.693170992258192,-46.43698541631066,0,09,094,0940,-5169341.570518374,-2716063.9824428074
09404,SP,-23.684672804941748,-46.41519960063821,0,09,094,0940,-5166916.384611201,-2715030.9232953438
09405,SP,-23.700765771223814,-46.4043333118322,0,09,094,0940,-5165706.754874502,-2716987.2780965897
09406,SP,-23.710828956802267,-46.40052291857907,0,09,094,0940,-5165282.583837843,-2718210.7401762027
09407,SP,-23.70327693014275,-46.388611900126875,0,09,094,0940,-5163956.6553289145,-2717292.570967098
09410,SP,-23.7108289355313,-46.390518872708085,0,09,094,0941,-5164168.938545612,-2718210.7375900233
09411,SP,-23.718907865445058,-46.39471606155454,0,09,094,0941,-5164636.1674707625,-2719193.026110993
09412,SP,-23.73270716853024,-46.41791648980627,0,09,094,0941,-5167218.82732993,-2720870.9753402285
09413,SP,-23.739522815016546,-46.43177633617864,0,09,094,0941,-5168761.698370577,-2721699.800764217
09414,SP,-23.747396727771573,-46.436788773314454,0,09,094,0941,-5169319.680320168,-2722657.3719984237
09415,SP,-23.755018501310452,-46.441857353060016,0,09,094,0941,-5169883.912036489,-2723584.334937649
09416,SP,-23.738855470323358,-46.4471409713536,0,09,094,0941,-5170472.081734477,-2721618.645542987
09420,SP,-23.719223330072495,-46.4132077963443,0,09,094,0942,-5166694.657971443,-2719231.3835739302
09421,SP,-23.721972493547124,-46.419990961306205,0,09,094,0942,-5167449.756440968,-2719565.6593249068
09422,SP,-23.7186325177782,-46.42150732572009,0,09,094,0942,-5167618.55735538,-2719159.546560251
09423,SP,-23.720282854284,-46.42575854777838,0,09,094,0942,-5168091.801230157,-2719360.212201298
09424,SP,-23.714274716671557,-46.418734488865994,0,09,094,0942,-5167309.886568729,-2718629.690493509
09425,SP,-23.70941271709073,-46.4279537491553,0,09,094,0942,-5168336.169929625,-2718038.5508646327
09426,SP,-23.698125557972265,-46.42789185596777,0,09,094,0942,-5168329.280011506,-2716666.30184539
09430,SP,-23.700354958798826,-46.396752462791305,0,09,094,0943,-5164862.85861949,-2716937.334343691
09431,SP,-23.691430316709738,-46.38223845896691,0,09,094,0943,-5163247.167104387,-2715852.376454621
09432,SP,-23.687319828183437,-46.39328579315942,0,09,094,0943,-5164476.95072132,-2715352.694305223
09433,SP,-23.66781741101772,-46.385200281213116,0,09,094,0943,-5163576.875648654,-2712982.141759772
09434,SP,-23.660041518629356,-46.372941065863955,0,09,094,0943,-5162212.186038461,-2712037.0672176196
09435,SP,-23.65373257481298,-46.36491300013327,0,09,094,0943,-5161318.505849266,-2711270.325498785
09436,SP,-23.65131720493366,-46.366823595264464,0,09,094,0943,-5161531.192326383,-2710976.789346613
09440,SP,-23.689816650485024,-46.371245743447716,0,09,094,0944,-5162023.463610355,-2715656.212930317
09441,SP,-23.68376572761572,-46.375557509915964,0,09,094,0944,-5162503.44725802,-2714920.6608648226
09442,SP,-23.678432062239928,-46.356357506225756,0,09,094,0944,-5160366.112623996,-2714272.3270971193
09443,SP,-23.68064494696187,-46.34951520939183,0,09,094,0944,-5159604.431624588,-2714541.3111169664
09444,SP,-23.69444408670574,-46.343265747314376,0,09,094,0944,-5158908.744688394,-2716218.748515093
09445,SP,-23.700585600921578,-46.36226409652016,0,09,094,0944,-5161023.631247894,-2716965.37420942
09450,SP,-23.745624893916617,-46.394620336946865,0,09,094,0945,-5164625.511456179,-2722441.8886767887
09510,SP,-23.61565575708682,-46.57186007842897,0,09,095,0951,-5184355.749226298,-2706643.539243864
09520,SP,-23.608506343913923,-46.57128157988514,0,09,095,0952,-5184291.351062975,-2705774.9504757547
09521,SP,-23.613181012802634,-46.57287321457433,0,09,095,0952,-5184468.531026104,-2706342.874927764
09530,SP,-23.621542891813732,-46.57510268453868,0,09,095,0953,-5184716.714487274,-2707358.80822082
09531,SP,-23.61999668837158,-46.5708999388835,0,09,095,0953,-5184248.866981007,-2707170.9460899425
09540,SP,-23.62496842079662,-46.56619435528589,0,09,095,0954,-5183725.043811035,-2707775.0143730547
09541,SP,-23.62020569014463,-46.56414467348053,0,09,095,0954,-5183496.874276174,-2707196.33946122
09550,SP,-23.6174243030369,-46.55188178218849,0,09,095,0955,-5182131.775461892,-2706858.4088248364
09551,SP,-23.62345398420194,-46.55303956271459,0,09,095,0955,-5182260.659000508,-2707591.007047841
09560,SP,-23.63264241370576,-46.55438133370329,0,09,095,0956,-5182410.024263731,-2708707.4538331665
09561,SP,-23.639014704435137,-46.55693757893049,0,09,095,0956,-5182694.584180765,-2709481.7696412383
09570,SP,-23.63274491727468,-46.56543098226678,0,09,095,0957,-5183640.065515263,-2708719.909045393
09571,SP,-23.63490255630611,-46.564837338912426,0,09,095,0957,-5183573.981439344,-2708982.086101948
09572,SP,-23.642441270973286,-46.56083126678533,0,09,095,0957,-5183128.027530074,-2709898.157413544
09580,SP,-23.642770217266186,-46.57208010294459,0,09,095,0958,-5184380.242243339,-2709938.130715569
09581,SP,-23.635291695497436,-46.57828849488683,0,09,095,0958,-5185071.357272995,-2709029.3712866
09600,SP,-23.672225430873283,-46.55577577291885,0,09,096,0960,-5182565.252527148,-2713517.9132535593
09601,SP,-23.671572993135396,-46.559394474470984,0,09,096,0960,-5182968.084541265,-2713438.6117588207
09602,SP,-23.661977459043328,-46.56459334423684,0,09,096,0960,-5183546.820076302,-2712272.3543139133
09603,SP,-23.662102724337146,-46.56452843703353,0,09,096,0960,-5183539.594639479,-2712287.5787182013
09604,SP,-23.65699421001658,-46.56881414490556,0,09,096,0960,-5184016.677457483,-2711666.7155636465
09605,SP,-23.658966233092343,-46.56735458711242,0,09,096,0960,-5183854.200227167,-2711906.3824625737
09606,SP,-23.675807830245535,-46.56182636859772,0,09,096,0960,-5183238.801757117,-2713953.348255716
09607,SP,-23.673552353222416,-46.56139692689741,0,09,096,0960,-5183190.996525713,-2713679.1971836705
09608,SP,-23.674850490823513,-46.56592375449048,0,09,096,0960,-5183694.920668283,-2713836.9839878706
09609,SP,-23.667850555140706,-46.56897785665988,0,09,096,0960,-5184034.90176661,-2712986.1701851627
09610,SP,-23.66734829324193,-46.56828104445857,0,09,096,0961,-5183957.332987183,-2712925.1240396034
09611,SP,-23.66209574715793,-46.57029865696226,0,09,096,0961,-5184181.932583711,-2712286.7307303683
09612,SP,-23.657824149007386,-46.57140691205228,0,09,096,0961,-5184305.302976002,-2711767.5805272334
09613,SP,-23.670914716555863,-46.565135129733704,0,09,096,0961,-5183607.131361931,-2713358.600974769
09614,SP,-23.66958080972685,-46.55629711235039,0,09,096,0961,-5182623.287767199,-2713196.471375739
09615,SP,-23.6787519584292,-46.55814401491674,0,09,096,0961,-5182828.88402043,-2714311.2113366434
09616,SP,-23.662449261189224,-46.55951709887572,0,09,096,0961,-5182981.73502756,-2712329.695943929
09617,SP,-23.66720323526326,-46.559306153914356,0,09,096,0961,-5182958.252741875,-2712907.4933800264
09618,SP,-23.66806981449864,-46.56449853172679,0,09,096,0961,-5183536.265595961,-2713012.819579933
09619,SP,-23.66583643434327,-46.564473491243454,0,09,096,0961,-5183533.4781021075,-2712741.3704089923
09620,SP,-23.667139450778258,-46.57045697896808,0,09,096,0962,-5184199.556908781,-2712899.740882345
09621,SP,-23.66461544500966,-46.57168023177565,0,09,096,0962,-5184335.728788431,-2712592.9710588926
09623,SP,-23.660872416235335,-46.572542970985715,0,09,096,0962,-5184431.768477982,-2712138.051037977
09624,SP,-23.656212229743875,-46.573772500316295,0,09,096,0962,-5184568.639056978,-2711571.679751898
09625,SP,-23.661090346529676,-46.56669030628887,0,09,096,0962,-5183780.252824145,-2712164.537480821
09626,SP,-23.657930372897923,-46.5700170857838,0,09,096,0962,-5184150.588223503,-2711780.490280018
09627,SP,-23.658316469386005,-46.566318294378625,0,09,096,0962,-5183738.840647728,-2711827.413995282
09628,SP,-23.66130475506377,-46.564296407294165,0,09,096,0962,-5183513.765207045,-2712190.5959450123
09629,SP,-23.65670990717926,-46.56723401812807,0,09,096,0962,-5183840.778549223,-2711632.1635381347
09631,SP,-23.658945536464802,-46.561991124461365,0,09,096,0963,-5183257.142295963,-2711903.8671098845
09632,SP,-23.654310706008836,-46.56562201958857,0,09,096,0963,-5183661.331692646,-2711340.58568951
09633,SP,-23.654337222511014,-46.567209265542544,0,09,096,0963,-5183838.023104007,-2711343.8082431806
09634,SP,-23.652578889833173,-46.569112967690785,0,09,096,0963,-5184049.942257771,-2711130.119277883
09635,SP,-23.66168697309198,-46.56555990420881,0,09,096,0963,-5183654.417040202,-2712237.04949485
09636,SP,-23.65222654150357,-46.574441179188376,0,09,096,0963,-5184643.076048522,-2711087.298972315
09637,SP,-23.65242746282808,-46.57422435104437,0,09,096,0963,-5184618.938849942,-2711111.7165920655
09639,SP,-23.6468893215683,-46.58020655386782,0,09,096,0963,-5185284.87462207,-2710438.689627668
09640,SP,-23.656628837404295,-46.574868626731536,0,09,096,0964,-5184690.659291367,-2711622.3109420566
09641,SP,-23.65571630050901,-46.57682036210571,0,09,096,0964,-5184907.925479383,-2711511.408657082
09642,SP,-23.649049304455044,-46.57660648950891,0,09,096,0964,-5184884.1172908135,-2710701.1798549714
09651,SP,-23.658350253818742,-46.58023068899425,0,09,096,0965,-5185287.561332054,-2711831.5199472783
09655,SP,-23.655481847595084,-46.59460100325933,0,09,096,0965,-5186887.257398583,-2711482.9152887575
09656,SP,-23.65996077224967,-46.60435873946345,0,09,096,0965,-5187973.48362412,-2712027.253674504
09657,SP,-23.666908020826618,-46.60932320706501,0,09,096,0965,-5188526.125629586,-2712871.6124411197
09660,SP,-23.655243172260427,-46.594071420262004,0,09,096,0966,-5186828.304488988,-2711453.908816597
09661,SP,-23.660864966338345,-46.59644061310161,0,09,096,0966,-5187092.041829484,-2712137.1456058
09662,SP,-23.660844018358976,-46.599421233500735,0,09,096,0966,-5187423.842974562,-2712134.5996682486
09663,SP,-23.655720170033252,-46.59858235411506,0,09,096,0966,-5187330.459348512,-2711511.878925836
09664,SP,-23.658375841125462,-46.60461841761926,0,09,096,0966,-5188002.390864194,-2711834.6296717455
09665,SP,-23.65882029775716,-46.60882817962181,0,09,096,0966,-5188471.01942668,-2711888.646304291
09666,SP,-23.659009237227743,-46.60663437737784,0,09,096,0966,-5188226.80647798,-2711911.6089466317
09667,SP,-23.66162625094409,-46.60881810833674,0,09,096,0966,-5188469.898296355,-2712229.6695112223
09668,SP,-23.6626021681704,-46.61213718089104,0,09,096,0966,-5188839.375763005,-2712348.2799129975
09669,SP,-23.662435827373987,-46.60776237256183,0,09,096,0966,-5188352.37432748,-2712328.063229411
09670,SP,-23.661794283279335,-46.604347080888225,0,09,096,0967,-5187972.185797463,-2712250.091654297
09671,SP,-23.664479629322727,-46.60605653702866,0,09,096,0967,-5188162.48158455,-2712576.464071866
09672,SP,-23.660708949930893,-46.602374287972594,0,09,096,0967,-5187752.5754946545,-2712118.1839762228
09680,SP,-23.664601641025058,-46.58159516068183,0,09,096,0968,-5185439.453625518,-2712591.2933270605
09682,SP,-23.66773038286053,-46.597567287097554,0,09,096,0968,-5187217.462605002,-2712971.5641295444
09683,SP,-23.667795592362726,-46.59624612117639,0,09,096,0968,-5187070.391087404,-2712979.48986262
09684,SP,-23.666856195236107,-46.59433391083227,0,09,096,0968,-5186857.524805607,-2712865.313466044
09685,SP,-23.665199070671274,-46.59231940089957,0,09,096,0968,-5186633.270585701,-2712663.9048954034
09686,SP,-23.668870076196757,-46.59314396176752,0,09,096,0968,-5186725.060281649,-2713110.086001214
09687,SP,-23.67339363342445,-46.59524050907027,0,09,096,0968,-5186958.446859816,-2713659.9051224366
09688,SP,-23.672621774030514,-46.592626443832195,0,09,096,0968,-5186667.450448613,-2713566.0875529284
09689,SP,-23.668365154906958,-46.5914844654298,0,09,096,0968,-5186540.325994362,-2713048.7161487243
09690,SP,-23.675120520463548,-46.59061531395744,0,09,096,0969,-5186443.572495037,-2713869.8059087093
09691,SP,-23.669855509401188,-46.589828905516704,0,09,096,0969,-5186356.029907858,-2713229.859590441
09692,SP,-23.668410207025158,-46.58768806352213,0,09,096,0969,-5186117.712467154,-2713054.1919269124
09693,SP,-23.6652414649086,-46.58843649949075,0,09,096,0969,-5186201.027978071,-2712669.057501427
09694,SP,-23.67103703273756,-46.581018365360634,0,09,096,0969,-5185375.24506407,-2713373.4679681235
09695,SP,-23.672805473458297,-46.57212234865133,0,09,096,0969,-5184384.945013902,-2713588.415706461
09696,SP,-23.67486999999994,-46.55761999999999,0,09,096,0969,-5182770.550946729,-2713839.3553128485
09710,SP,-23.710466484131683,-46.54893965048128,0,09,097,0971,-5181804.258858398,-2718166.669831919
09715,SP,-23.715655922883037,-46.545747829147714,0,09,097,0971,-5181448.946932842,-2718797.6265973914
09720,SP,-23.71560389581899,-46.5540847126564,0,09,097,0972,-5182377.004559832,-2718791.3007737184
09721,SP,-23.71964586603909,-46.5475254638554,0,09,097,0972,-5181646.832323318,-2719282.7600267255
09725,SP,-23.706316018037764,-46.55695623040589,0,09,097,0972,-5182696.660453509,-2717662.054391791
09726,SP,-23.688079710607827,-46.56182137843305,0,09,097,0972,-5183238.246254527,-2715445.0664915694
09732,SP,-23.68238569130247,-46.56105342253513,0,09,097,0973,-5183152.757795019,-2714752.907993482
09750,SP,-23.68811895807677,-46.553221750653805,0,09,097,0975,-5182280.94006913,-2715449.8374738833
09751,SP,-23.6913846262179,-46.54373229668176,0,09,097,0975,-5181224.578885055,-2715846.8221078883
09760,SP,-23.699068218670835,-46.542196940263686,0,09,097,0976,-5181053.6637904085,-2716780.9023343786
09761,SP,-23.708765360343428,-46.52821796690188,0,09,097,0976,-5179497.53159396,-2717959.8445339263
09762,SP,-23.706205281409957,-46.52050115474515,0,09,097,0976,-5178638.499994125,-2717648.59120514
09765,SP,-23.70749663308937,-46.53390666913494,0,09,097,0976,-5180130.795029819,-2717805.592440307
09770,SP,-23.70833298877597,-46.54304093397288,0,09,097,0977,-5181147.61674035,-2717907.2765504997
09771,SP,-23.70391466484698,-46.54294064122093,0,09,097,0977,-5181136.452202272,-2717370.10417531
09772,SP,-23.71298354371577,-46.53961826293497,0,09,097,0977,-5180766.606743257,-2718472.702831152
09780,SP,-23.715049594657156,-46.53726820837794,0,09,097,0978,-5180504.999866631,-2718723.905018712
09781,SP,-23.72514288674051,-46.53423288763656,0,09,097,0978,-5180167.109507307,-2719951.161908805
09782,SP,-23.728387803688904,-46.53707339782874,0,09,097,0978,-5180483.313655494,-2720345.7358845747
09783,SP,-23.723041140827767,-46.52916433209305,0,09,097,0978,-5179602.880485146,-2719695.5999796884
09784,SP,-23.71787128505164,-46.52491759586997,0,09,097,0978,-5179130.135971259,-2719066.9885636745
09785,SP,-23.709470844712847,-46.54088179049874,0,09,097,0978,-5180907.261988258,-2718045.618102656
09790,SP,-23.727992215300556,-46.542847789990844,0,09,097,0979,-5181126.11605062,-2720297.6327769905
09791,SP,-23.74086261146305,-46.5318966631633,0,09,097,0979,-5179907.042188565,-2721862.7335270382
09792,SP,-23.744510387209566,-46.54078887232145,0,09,097,0979,-5180896.918384077,-2722306.348346407
09810,SP,-23.719576291836987,-46.564753092486725,0,09,098,0981,-5183564.603170133,-2719274.3004378863
09811,SP,-23.727016656204924,-46.56057269276542,0,09,098,0981,-5183099.243201845,-2720179.006501032
09812,SP,-23.72488504911052,-46.570414288708626,0,09,098,0981,-5184194.804650836,-2719919.8099039327
09820,SP,-23.740896772127147,-46.55520335320268,0,09,098,0982,-5182501.531055825,-2721866.887830287
09821,SP,-23.751567598813367,-46.55710966033656,0,09,098,0982,-5182713.740195264,-2723164.6281673596
09822,SP,-23.75978484673306,-46.54376717935722,0,09,098,0982,-5181228.462006724,-2724164.0472252755
09830,SP,-23.790086902423358,-46.53776274305947,0,09,098,0983,-5180560.051215558,-2727850.0666277567
09831,SP,-23.792495614905768,-46.54033760210219,0,09,098,0983,-5180846.683213059,-2728143.105419882
09832,SP,-23.77680454764223,-46.51538272042319,0,09,098,0983,-5178068.718491746,-2726234.2613696037
09834,SP,-23.805185260686933,-46.442695089812574,0,09,098,0983,-5169977.168465203,-2729686.9901961205
09835,SP,-23.83036988523655,-46.58709203081105,0,09,098,0983,-5186051.362409259,-2732751.5225010687
09836,SP,-23.806881,-46.617536807166026,0,09,098,0983,-5189440.45941041,-2729893.3136131386
09837,SP,-23.821662070042354,-46.56666202847232,0,09,098,0983,-5183777.104952007,-2731691.865058679
09838,SP,-23.843276192986213,-46.564234556541656,0,09,098,0983,-5183506.88001277,-2734322.2270067036
09840,SP,-23.73782689631231,-46.57487165420056,0,09,098,0984,-5184690.996307678,-2721493.5623453916
09841,SP,-23.73747672685174,-46.57577622440741,0,09,098,0984,-5184791.692602491,-2721450.9790372318
09842,SP,-23.753745460203838,-46.59114822278003,0,09,098,0984,-5186502.8956338065,-2723429.5034288918
09843,SP,-23.770321825801556,-46.594759791273574,0,09,098,0984,-5186904.933599473,-2725445.694871888
09844,SP,-23.7580269311569,-46.57739940298597,0,09,098,0984,-5184972.384015323,-2723950.2362346114
09845,SP,-23.742027637064275,-46.57190358546558,0,09,098,0984,-5184360.59240746,-2722004.413754195
09846,SP,-23.73513558914112,-46.575787532740954,0,09,098,0984,-5184792.951440423,-2721166.281568704
09847,SP,-23.755443754564087,-46.58484967316456,0,09,098,0984,-5185801.744297876,-2723636.055995194
09850,SP,-23.725231104378484,-46.58203502122138,0,09,098,0985,-5185488.418676801,-2719961.8888282483
09851,SP,-23.715284739525167,-46.59045718465919,0,09,098,0985,-5186425.969622076,-2718752.4955171943
09852,SP,-23.729244704545895,-46.59517054648574,0,09,098,0985,-5186950.658660532,-2720449.9345753463
09853,SP,-23.738318909397083,-46.59447666790097,0,09,098,0985,-5186873.416449802,-2721553.3951260317
09854,SP,-23.753035244413926,-46.597209507620114,0,09,098,0985,-5187177.634775757,-2723343.1252717664
09855,SP,-23.731865047696136,-46.58917398288985,0,09,098,0985,-5186283.1242545275,-2720768.5711661815
09856,SP,-23.733915063633745,-46.60524801905269,0,09,098,0985,-5188072.477775167,-2721017.8598113037
09857,SP,-23.747386703980514,-46.61682639510686,0,09,098,0985,-5189361.376701731,-2722656.1529369424
09860,SP,-23.707691534778174,-46.57672275248883,0,09,098,0986,-5184897.059626536,-2717829.2885260805
09861,SP,-23.707693503963625,-46.581331687353014,0,09,098,0986,-5185410.123908716,-2717829.5279392046
09862,SP,-23.701153113067193,-46.58292897999655,0,09,098,0986,-5185587.933712443,-2717034.3686013715
09869,SP,-23.722644793314398,-46.57386288954881,0,09,098,0986,-5184578.701140315,-2719647.4065400744
09890,SP,-23.69476541149836,-46.568130798117934,0,09,098,0989,-5183940.60764105,-2716257.811194091
