zip_code_prefix,state,lat,lng,zip_code_prefix_1_digits,zip_code_prefix_2_digits,zip_code_prefix_3_digits,zip_code_prefix_4_digits,x,y
01301,SP,-23.549328970281234,-46.650890098687555,0,01,013,0130,-5193153.330838867,-2698587.254042147
01302,SP,-23.5490029212623,-46.649552278636094,0,01,013,0130,-5193004.405391965,-2698547.6610289207
01303,SP,-23.54950569815466,-46.64843251428849,0,01,013,0130,-5192879.753794981,-2698608.714626304
01304,SP,-23.554056434811184,-46.655202368713134,0,01,013,0130,-5193633.370542278,-2699161.3338665683
01305,SP,-23.55262273586526,-46.65253828877208,0,01,013,0130,-5193336.806519806,-2698987.2304024138
01306,SP,-23.553785206718914,-46.64960509694538,0,01,013,0130,-5193010.28509926,-2699128.3967151544
01307,SP,-23.552778010115734,-46.65320770049066,0,01,013,0130,-5193411.3250914505,-2699006.086281123
01308,SP,-23.555981373614493,-46.65331111428111,0,01,013,0130,-5193422.8370619435,-2699395.094794583
01309,SP,-23.55549308001593,-46.65845218950067,0,01,013,0130,-5193995.138937516,-2699335.79701929
01310,SP,-23.56165294846951,-46.656021304307245,0,01,013,0131,-5193724.534035606,-2700083.860026854
01311,SP,-23.56450460938095,-46.65279265595322,0,01,013,0131,-5193365.122544886,-2700430.181577237
01312,SP,-23.554793872613377,-46.64961491794627,0,01,013,0131,-5193011.378368078,-2699250.886514118
01313,SP,-23.556111699158375,-46.65057380587253,0,01,013,0131,-5193118.121283757,-2699410.9214059254
01314,SP,-23.552640734461253,-46.645204377633014,0,01,013,0131,-5192520.399266283,-2698989.4160781777
01315,SP,-23.55408999997805,-46.64038909569764,0,01,013,0131,-5191984.364533211,-2699165.409927627
01316,SP,-23.55295484539391,-46.63943281932129,0,01,013,0131,-5191877.912333938,-2699027.5604712055
01317,SP,-23.55623821364504,-46.64005986522849,0,01,013,0131,-5191947.714765031,-2699426.2852210794
01318,SP,-23.559447989888127,-46.64241273733221,0,01,013,0131,-5192209.635289519,-2699816.0827548527
01319,SP,-23.551881657731418,-46.64072797271626,0,01,013,0131,-5192022.088150365,-2698897.237169682
01320,SP,-23.557955062291967,-46.639347399325395,0,01,013,0132,-5191868.403423492,-2699634.779370274
01321,SP,-23.562128634884576,-46.64191854981315,0,01,013,0132,-5192154.622586541,-2700141.6295065386
01322,SP,-23.56317165882957,-46.643456141575236,0,01,013,0132,-5192325.786518545,-2700268.299718169
01323,SP,-23.565734784650232,-46.64147810312642,0,01,013,0132,-5192105.592285653,-2700579.583220183
01324,SP,-23.55521473546573,-46.64315074020321,0,01,013,0132,-5192291.789393323,-2699301.9952973328
01325,SP,-23.557390163497686,-46.64445833667601,0,01,013,0132,-5192437.350366838,-2699566.177743729
01326,SP,-23.556539014688955,-46.64543956179801,0,01,013,0132,-5192546.579847773,-2699462.814311719
01327,SP,-23.565113424714433,-46.644944579328765,0,01,013,0132,-5192491.478651345,-2700504.1204688945
01328,SP,-23.55599268648501,-46.64679480230547,0,01,013,0132,-5192697.444530966,-2699396.4686183077
01329,SP,-23.5619775213248,-46.64728109566715,0,01,013,0132,-5192751.578460364,-2700123.2775792424
01330,SP,-23.55903788611603,-46.64945883730207,0,01,013,0133,-5192994.003550243,-2699766.2789274896
01331,SP,-23.562664414712174,-46.649996658057816,0,01,013,0133,-5193053.87348291,-2700206.69724871
01332,SP,-23.55956858757865,-46.65245164487604,0,01,013,0133,-5193327.161365419,-2699830.7284106533
01333,SP,-23.566435052408952,-46.647563596618966,0,01,013,0133,-5192783.026322469,-2700664.6295749727
01401,SP,-23.575807250351694,-46.65865462724655,0,01,014,0140,-5194017.674204304,-2701802.911077645
01402,SP,-23.57483739004907,-46.65739203989354,0,01,014,0140,-5193877.123623084,-2701685.1148713995
01403,SP,-23.56875503877107,-46.65340944414582,0,01,014,0140,-5193433.783092413,-2700946.3913000026
01404,SP,-23.56854473362845,-46.655780276658064,0,01,014,0140,-5193697.7029604325,-2700920.849591386
01405,SP,-23.564762579634404,-46.65513838518371,0,01,014,0140,-5193626.247928363,-2700461.511289385
01406,SP,-23.57481433896783,-46.67029927274052,0,01,014,0140,-5195313.950211161,-2701682.3151695803
01407,SP,-23.57611188442895,-46.67139205737761,0,01,014,0140,-5195435.598440508,-2701839.9111617417
01408,SP,-23.567111895028116,-46.66081341581777,0,01,014,0140,-5194257.989448782,-2700746.8314164174
01409,SP,-23.56146082458663,-46.6582620039177,0,01,014,0140,-5193973.967575262,-2700060.5277049914
01410,SP,-23.56283144586961,-46.66092524802456,0,01,014,0141,-5194270.438553097,-2700226.9823897276
01411,SP,-23.564247867542992,-46.664059567949934,0,01,014,0141,-5194619.349451172,-2700399.001113544
01412,SP,-23.563651580737666,-46.666024121075246,0,01,014,0141,-5194838.0425047185,-2700326.584249714
01413,SP,-23.56181450412446,-46.664033954271915,0,01,014,0141,-5194616.4981495775,-2700103.480042632
01414,SP,-23.559623493719684,-46.6634964553206,0,01,014,0141,-5194556.664040015,-2699837.3963408293
01415,SP,-23.556091716483266,-46.660462198375605,0,01,014,0141,-5194218.892101963,-2699408.494727655
01416,SP,-23.560692913961418,-46.667688532670496,0,01,014,0141,-5195023.323955973,-2699967.269791706
01417,SP,-23.552778853099582,-46.63393189503632,0,01,014,0141,-5191265.5522436425,-2699006.1886497433
01418,SP,-23.56411614903986,-46.65527239864382,0,01,014,0141,-5193641.166238502,-2700383.004352111
01419,SP,-23.563541620009776,-46.65594961304885,0,01,014,0141,-5193716.553401227,-2700313.22995513
01420,SP,-23.5634354904988,-46.65791603919698,0,01,014,0142,-5193935.45495872,-2700300.340957256
01421,SP,-23.563299264968794,-46.66015369245717,0,01,014,0142,-5194184.549380217,-2700283.7969354214
01422,SP,-23.56396191070736,-46.66113236841588,0,01,014,0142,-5194293.4950895915,-2700364.2726548547
01423,SP,-23.56914511719341,-46.65734766505129,0,01,014,0142,-5193872.183838242,-2700993.7667091293
01424,SP,-23.568041456805933,-46.66139884320943,0,01,014,0142,-5194323.158927918,-2700859.7264306545
01425,SP,-23.572898532495437,-46.65924739236763,0,01,014,0142,-5194083.660515742,-2701449.6298907762
01426,SP,-23.565860397098277,-46.66603169632676,0,01,014,0142,-5194838.88577786,-2700594.838609745
01427,SP,-23.571044764791594,-46.66406861421766,0,01,014,0142,-5194620.35647709,-2701224.482794732
01428,SP,-23.573938872860044,-46.66232632374679,0,01,014,0142,-5194426.405589058,-2701575.984553579
01429,SP,-23.576384455529094,-46.662900007074334,0,01,014,0142,-5194490.267724957,-2701873.017030549
01430,SP,-23.65614006235602,-46.66250204609212,0,01,014,0143,-5194445.966911062,-2711562.9091164595
01431,SP,-23.62038877983607,-46.66476818452366,0,01,014,0143,-5194698.232287328,-2707218.5845905324
01432,SP,-23.576485879805993,-46.6657860583567,0,01,014,0143,-5194811.541484114,-2701885.3358111763
01433,SP,-23.57840745461661,-46.668372955959875,0,01,014,0143,-5195099.513608033,-2702118.728068399
01434,SP,-23.574646544842807,-46.672377399015254,0,01,014,0143,-5195545.286169868,-2701661.935510568
01435,SP,-23.579321845605374,-46.670178668968695,0,01,014,0143,-5195300.5246606935,-2702229.7901414223
01436,SP,-23.57245538592821,-46.667988716169425,0,01,014,0143,-5195056.740230218,-2701395.8077757377
01437,SP,-23.5721412540443,-46.67150329618943,0,01,014,0143,-5195447.981488396,-2701357.6551759127
01438,SP,-23.569803708774252,-46.67226487905968,0,01,014,0143,-5195532.76050571,-2701073.7536255233
01439,SP,-23.566289488092035,-46.673571417782284,0,01,014,0143,-5195678.203731012,-2700646.9509934215
01440,SP,-23.568289458157125,-46.67817024606098,0,01,014,0144,-5196190.142953241,-2700889.8462594273
01441,SP,-23.570603894261335,-46.683732096759904,0,01,014,0144,-5196809.2853409145,-2701170.9378698696
01442,SP,-23.566530732061704,-46.67861605515885,0,01,014,0144,-5196239.770195007,-2700676.249744895
01443,SP,-23.568268938910098,-46.684507863331326,0,01,014,0144,-5196895.64328062,-2700887.354189366
01444,SP,-23.573235541829785,-46.68752695447545,0,01,014,0144,-5197231.726969442,-2701490.5612899726
01445,SP,-23.57103798335723,-46.688068007270104,0,01,014,0144,-5197291.956691035,-2701223.6591697256
01446,SP,-23.575583788550983,-46.675498893884544,0,01,014,0144,-5195892.769389232,-2701775.7700274196
01447,SP,-23.57278680948971,-46.67888556258397,0,01,014,0144,-5196269.771624337,-2701436.060619345
01448,SP,-23.578237896388117,-46.67982269335621,0,01,014,0144,-5196374.092544709,-2702098.133584373
01449,SP,-23.576116917727894,-46.67995669824682,0,01,014,0144,-5196389.009900896,-2701840.5224942155
01450,SP,-23.576453178872967,-46.68518508958671,0,01,014,0145,-5196971.031762521,-2701881.3640231784
01451,SP,-23.577435950107756,-46.68698984950364,0,01,014,0145,-5197171.936717477,-2702000.7298258124
01452,SP,-23.57499644597807,-46.68887938403563,0,01,014,0145,-5197382.278739414,-2701704.4332486093
01453,SP,-23.584059003974744,-46.68637610894469,0,01,014,0145,-5197103.615430976,-2702805.178526871
01454,SP,-23.582376976278102,-46.68670275509793,0,01,014,0145,-5197139.977514424,-2702600.8724031136
01455,SP,-23.580554136002814,-46.69112136854049,0,01,014,0145,-5197631.855312862,-2702379.465550321
01456,SP,-23.576839765441044,-46.69098724900726,0,01,014,0145,-5197616.925194717,-2701928.3180950694
01457,SP,-23.575237809829588,-46.69270350960496,0,01,014,0145,-5197807.978450522,-2701733.748503112
01472,SP,-23.57054369248079,-46.69129667943905,0,01,014,0147,-5197651.37083282,-2701163.6262138486
01489,SP,-23.576649988891482,-46.68740004775215,0,01,014,0148,-5197217.599777626,-2701905.2681777542
01501,SP,-23.55246935619688,-46.63548543836742,0,01,015,0150,-5191438.491896186,-2698968.604615981
01502,SP,-23.55460594212853,-46.63549256113905,0,01,015,0150,-5191439.284799497,-2699228.064646828
01503,SP,-23.557709002952702,-46.636769371015525,0,01,015,0150,-5191581.418624786,-2699604.897749797
01504,SP,-23.5668605804581,-46.639505296222325,0,01,015,0150,-5191885.980425655,-2700716.3094703755
01505,SP,-23.555267611186444,-46.63182476204628,0,01,015,0150,-5191030.987272157,-2699308.416435723
01506,SP,-23.559558667862476,-46.635032185031825,0,01,015,0150,-5191388.035965667,-2699829.5237374175
01507,SP,-23.558146418434657,-46.63176589052544,0,01,015,0150,-5191024.433724436,-2699658.017834482
01508,SP,-23.561423631210438,-46.63583005941288,0,01,015,0150,-5191476.854935484,-2700056.0107909343
01509,SP,-23.567010080253134,-46.6357981412501,0,01,015,0150,-5191473.301821856,-2700734.4660894233
01510,SP,-23.557602164986584,-46.63361528281083,0,01,015,0151,-5191230.307131922,-2699591.923288926
01511,SP,-23.561456812728608,-46.63294793571506,0,01,015,0151,-5191156.018393039,-2700060.0404886636
01512,SP,-23.553717206079803,-46.62949909730413,0,01,015,0151,-5190772.095457305,-2699120.1389257857
01513,SP,-23.548914356972645,-46.60384461609751,0,01,015,0151,-5187916.251672819,-2698536.9064449193
01514,SP,-23.554377818784552,-46.62833776862852,0,01,015,0151,-5190642.816940493,-2699200.3618904315
01516,SP,-23.559073244239713,-46.615479964241814,0,01,015,0151,-5189211.492703446,-2699770.57288306
01517,SP,-23.559613278440462,-46.62400348069892,0,01,015,0151,-5190160.326215218,-2699836.15577322
01518,SP,-23.559209262391256,-46.62318692012761,0,01,015,0151,-5190069.427108218,-2699787.091188319
01519,SP,-23.56092636240119,-46.624757067871656,0,01,015,0151,-5190244.215155556,-2699995.6205780585
